sample_number,sample_code,plant_part,harvest_year,nitrogen_ppm,phosphorus_ppm,potassium_ppm,irrigation_levels,crop_rotation,field_or_greenhouse,species,harvest_year_desc,irrigation_desc,crop_rotation_desc,environment,total_fat_g_100_g_dw,crude_protein_g_100_g_dw,ash_g_100_g_dw,fiber_g_100_g_dw,carbohydrates_g_100_g_dw,energy_kcal_100_g_dw,oxalic_acid_mg_100_g_dw,quinic_acid_mg_100_g_dw,malic_acid_mg_100_g_dw,shikinic_acid_mg_100_g_dw,succinic_acid_mg_100_g_dw,citric_acid_mg_100_g_dw,total_acids_mg_100_g_dw,c6:0,c8:0,c10:0,c11:0,c12:0,c13:0,c14:0,c14:1,c15:0,c15:1,c16:0,c16:1,c17:0,c17:1,c18:0,c18:1n9c,c18:2n6c,c18:3n6,c18:3n3,c20:0,c20:2,c21:0,c22:0,c20:3n3,c20:5n3,c22:2,c23:0,c24:0,sfa,mufa,pufa,α-tocopherol_mg_100_g_dw,β-tocopherol_mg_100_g_dw,γ-tocopherol_mg_100_g_dw,total_tocopherols_mg_100_g_dw,fructose_g_100_g_dw,glucose_g_100_g_dw,saccharose_g_100_g_dw,trehalose_g_100_g_dw,raffinose_g_100_g_dw,total_free_sugars_g_100_g_dw,isocitric_acid_mg_g_of_extract,citric_acid_mg_g_of_extract,hydroxytyrosol_hexoside_mg_g_of_extract,cis-o-caffeoylqunic_acid_mg_g_of_extract,3-o-p-coumaroylquinic_acid_mg_g_of_extract,oleraceic_c_mg_g_of_extract,trans-o-caffeoylqunic_acid_mg_g_of_extract,4-o-p-coumaroylquinic_acid_mg_g_of_extract,giag_mg_g_of_extract,"apigenin-6,8-dihexoside_mg_g_of_extract",cis_5-o-caffeoylquinic_acid_mg_g_of_extract,trans_5-o-caffeoylquinic_acid_mg_g_of_extract,cis-5-o-p-coumaroylquinic_acid_mg_g_of_extract,trans-5-o-p-coumaroylquinic_acid_mg_g_of_extract,5-o-feruloylquinic_acid_mg_g_of_extract,chicoric_acid_mg_g_of_extract,oleracein_a_mg_g_of_extract,quercetin-o-deoxyhexosylhexoside_mg_g_of_extract,quercetin-o-deoxyhexosylhexoside_mg_g_of_extract_.1,oleracein_c_mg_g_of_extract,luteolin-o-deoxyhexosylhexoside_mg_g_of_extract,quercetin-o-hexurunoside_mg_g_of_extract,luteolin-o-hexurunoside_mg_g_of_extract,luteolin-o-deoxyhexosylhexoside_mg_g_of_extract_.1,quercetin-o-acetylhexoside_mg_g_of_extract,kaempherol-o-deoxyhexosyl-hexoside_mg_g_of_extract,isorhamnetin-o-deoxyhexosylhexoside_mg_g_of_extract,kaempherol-o-hexurunoside_mg_g_of_extract,apigenin-o-hexurunoside_mg_g_of_extract,isorhamnetin-o-hexurunoside_mg_g_of_extract,diosmetin-o-deoxyhexosylhexoside_mg_g_of_extract,kaempherol-o-acetylhexoside_mg_g_of_extract,isorhamnetin-o-acetylhexoside_mg_g_of_extract,total_phenolic_acids_mg_g_of_extract,total_flavonoids_mg_g_of_extract,total_phenolic_compounds_mg_g_of_extract,tbars_ug_ml,oxhlia_ug_ml,experimental_code
2,CM1_0,aerial parts,0,100.0,100.0,100.0,0,0,1,Crithmum_maritimum,2020,not applied,not applied,Greenhouse,2.741042723144594,12.76221434200158,20.82212831348368,45.91958598726232,17.75502863410782,238.5775283872636,6.367338145668898,7.743144875708677,4.541984514750888,,3.620965060943727,,22.26446926407189,,0.852,0.531,,0.911,0.168,2.136,,0.362,,26.366,2.349,0.374,,3.315,4.751,28.231,,26.305,1.499,0.333,0.219,1.298,,,,,,38.03100000000001,2.349,59.62,0.08359872611464969,,,0.08359872611464969,0.922,2.848,0.0,0.403,,4.173,,,,0.3490046400254749,,,0.8031800635573478,,,0.6518403571551369,,,1.759084659941404,0.7019966035947856,0.1823815177264545,,,0.5812600545075889,0.5031783033539701,,0.4887881680284092,,,0.478166108055285,,,0.5061948627833538,,,,0.60553890876273,,,3.795647484845467,3.814966762646474,7.610614247491941,269.4318181818182,315.79,CM_A_NPK-N100-P100-K100_20_G
2,CM1_0,aerial parts,0,100.0,100.0,100.0,0,0,1,Crithmum_maritimum,2020,not applied,not applied,Greenhouse,2.859769511114013,12.46207098283931,20.96774193548392,45.26879587383618,18.44162169672657,239.890288065962,6.347056711459687,7.582725415371483,4.659860055558872,,3.471449135435969,,22.05182340894401,,0.902,0.565,,0.953,0.171,2.129,,0.339,,25.427,2.326,0.399,,3.311,4.848,27.863,,27.276,1.552,0.343,0.212,1.383,,,,,,37.343,2.326,60.33,0.07921974522292993,,,0.07921974522292993,0.946,2.967,0.0,0.423,,4.336,,,,0.3641498835691291,,,0.7653001142573926,,,0.6532722074664201,,,1.759655551784687,0.7167634625757658,0.1743878185072135,,,0.5830516662721577,0.5015553900480885,,0.49074910795043,,,0.4768150268403415,,,0.5050911741864426,,,,0.6019218582478746,,,3.780256830694188,3.812456431011754,7.592713261705942,260.2272727272727,335.02,CM_A_NPK-N100-P100-K100_20_G
2,CM1_0,aerial parts,0,100.0,100.0,100.0,0,0,1,Crithmum_maritimum,2020,not applied,not applied,Greenhouse,2.800406117129304,12.61214266242045,20.8949351244838,45.59419093054925,18.09832516541719,239.2339082266128,6.36,7.66,4.6,,3.55,,22.17,,0.877,0.548,,0.9319999999999999,0.1695,2.1325,,0.3505,,25.8965,2.3375,0.3865,,3.313,4.7995,28.047,,26.7905,1.5255,0.338,0.2155,1.3405,,,,,,37.687,2.3375,59.975,0.0814,,,0.0814,0.93,2.91,0.0,0.41,,4.25,,,,0.356577261797302,,,0.7842400889073702,,,0.6525562823107784,,,1.759370105863045,0.7093800330852758,0.178384668116834,,,0.5821558603898733,0.5023668467010293,,0.4897686379894196,,,0.4774905674478133,,,0.5056430184848981,,,,0.6037303835053023,,,3.787952157769827,3.813711596829114,7.601663754598942,264.7454342883527,299.9,CM_A_NPK-N100-P100-K100_20_G
3,CM2_0,aerial parts,0,200.0,100.0,100.0,0,0,1,Crithmum_maritimum,2020,not applied,not applied,Greenhouse,2.543157616244526,11.24953757788162,21.10807647288405,45.84549523253512,19.25373310045468,236.5924917246162,5.528633916974723,7.405359145292502,4.656751651949148,,1.864546186226149,,19.4466144592396,,0.899,0.558,,1.168,0.236,2.383,,0.365,,26.925,2.672,0.382,,3.192,4.859,27.811,,25.836,1.265,0.297,0.153,0.999,,,,,,38.525,2.672,58.803,0.06837606837606838,,,0.06837606837606838,0.843,2.651,0.0,0.313,,3.806,,,,0.1764113155025572,,,0.2633286385686118,,,0.4710068664115263,,,0.8538041308787566,0.3582249566225333,0.08950125308756683,,,0.3761388337415829,0.3455812838708792,,0.3472119538700931,,,0.3442453602432776,,,0.3555090542795072,,,,0.3937223870055616,,,1.741270294660026,2.633415739422428,4.374686034082454,611.3872,145.48,CM_A_NPK-N200-P100-K100_20_G
3,CM2_0,aerial parts,0,200.0,100.0,100.0,0,0,1,Crithmum_maritimum,2020,not applied,not applied,Greenhouse,2.462221633085927,11.68805630804954,20.67213755373095,47.05190989226139,18.12567461287219,235.5187381659831,5.50804401039065,7.265669683337049,4.759395220081346,,1.852988935463819,,19.37701807107324,,0.874,0.553,,1.147,0.228,2.408,,0.368,,27.088,2.705,0.378,,3.278,4.802,27.674,,25.78,1.23,0.31,0.152,1.026,,,,,,38.73,2.705,58.566,0.067987567987568,,,0.067987567987568,0.819,2.547,0.0,0.305,,3.67,,,,0.1691730065583027,,,0.2582618234458715,,,0.4716627705146939,,,0.8620779856056405,0.3607054347226122,0.09083263230292278,,,0.3764698810440372,0.3457655208643992,,0.3475433609645253,,,0.3438554823770561,,,0.355645512354175,,,,0.3937493994801525,,,1.741050882635349,2.634691927599039,4.375742810234389,634.24874,153.91,CM_A_NPK-N200-P100-K100_20_G
3,CM2_0,aerial parts,0,200.0,100.0,100.0,0,0,1,Crithmum_maritimum,2020,not applied,not applied,Greenhouse,2.502689624665226,11.46879694296558,20.8901070133075,46.44870256239825,18.68970385666344,236.0556149452996,5.52,7.34,4.71,,1.86,,19.43,,0.8865000000000001,0.5555000000000001,,1.1575,0.232,2.3955,,0.3665,,27.0065,2.6885,0.38,,3.235,4.8305,27.7425,,25.808,1.2475,0.3035,0.1525,1.0125,,,,,,38.62750000000001,2.6885,58.6845,0.0682,,,0.0682,0.83,2.6,0.0,0.31,,3.74,,,,0.1727921610304299,,,0.2607952310072416,,,0.4713348184631101,,,0.8579410582421986,0.3594651956725727,0.0901669426952448,,,0.37630435739281,0.3456734023676392,,0.3473776574173092,,,0.3440504213101668,,,0.3555772833168411,,,,0.3937358932428571,,,1.741160588647688,2.634053833510734,4.375214422158422,625.9382,135.44,CM_A_NPK-N200-P100-K100_20_G
4,CM3_0,aerial parts,0,200.0,200.0,200.0,0,0,1,Crithmum_maritimum,2020,not applied,not applied,Greenhouse,3.1164,10.66326129666012,21.29262490087271,47.82778102474322,17.09993277772395,234.7559383470227,6.43331033320012,5.145547688089996,2.518596612091409,,1.669301987570809,,15.76149475663023,,0.793,0.569,,1.102,0.182,2.452,,0.347,,25.727,2.173,0.544,,3.749,5.035,28.98,,24.232,1.812,0.328,0.279,1.697,,,,,,39.25300000000001,2.173,58.575,0.1294651667653444,,,0.1294651667653444,1.013,3.594,0.0,0.401,,5.009,,,,0.204446836174543,,,0.3723360150963929,,,0.4782619699463473,,,0.8029770767787161,0.3435050406656251,0.1024991353004487,,,0.4024477975115705,0.3528739101734613,,0.3468273008904956,,,0.3492822505674522,,,0.3680654596789657,,,,0.3765068614201925,,,1.825764104015726,2.674265550188485,4.500029654204211,239.1745780590717,160.33,CM_A_NPK-N200-P200-K200_20_G
4,CM3_0,aerial parts,0,200.0,200.0,200.0,0,0,1,Crithmum_maritimum,2020,not applied,not applied,Greenhouse,3.0025,10.44202190066484,20.64852776742672,46.76910953506717,19.13784079684127,238.8801698601588,6.445235225796784,5.033112331522645,2.601211779130429,,1.618950814118296,,15.69276177410697,,0.744,0.586,,1.072,0.184,2.389,,0.359,,25.788,2.135,0.57,,3.764,4.992,29.104,,24.171,1.818,0.346,0.28,1.699,,,,,,39.253,2.135,58.61299999999999,0.1290704558910598,,,0.1290704558910598,1.024,3.746,0.0,0.411,,5.171,,,,0.201916046000484,,,0.3814924517102584,,,0.4749198275327795,,,0.8041944040068059,0.3414214674663,0.1033018621611001,,,0.4045628061611361,0.3530670350686953,,0.3472709545551536,,,0.3503525397778108,,,0.3705365881405077,,,,0.3774989008667035,,,1.832326231344948,2.678208652102787,4.510534883447735,238.6197916666667,171.18,CM_A_NPK-N200-P200-K200_20_G
4,CM3_0,aerial parts,0,200.0,200.0,200.0,0,0,1,Crithmum_maritimum,2020,not applied,not applied,Greenhouse,3.05945,10.55264159866248,20.97057633414972,47.2984452799052,18.11888678728261,236.8180541035908,6.44,5.09,2.56,,1.64,,15.73,,0.7685,0.5774999999999999,,1.087,0.183,2.4205,,0.353,,25.7575,2.154,0.5569999999999999,,3.7565,5.013500000000001,29.042,,24.2015,1.815,0.337,0.2795,1.698,,,,,,39.25299999999999,2.154,58.59400000000001,0.1293,,,0.1293,1.02,3.67,0.0,0.41,,5.09,,,,0.2031814410875135,,,0.3769142334033256,,,0.4765908987395634,,,0.803585740392761,0.3424632540659626,0.1029004987307744,,,0.4035053018363533,0.3529704726210783,,0.3470491277228246,,,0.3498173951726315,,,0.3693010239097367,,,,0.377002881143448,,,1.829045167680337,2.676237101145636,4.505282268825973,238.8905313290047,149.76,CM_A_NPK-N200-P200-K200_20_G
5,CM4_0,aerial parts,0,300.0,100.0,100.0,0,0,1,Crithmum_maritimum,2020,not applied,not applied,Greenhouse,2.168539696140888,10.83949980345912,19.95268138801235,46.86266771901935,20.17661139336829,237.3066374906163,5.737095364172245,7.436454142865112,4.564244182544313,,1.858754916150496,,19.58744829601092,,0.864,0.571,,1.129,0.205,3.075,,0.362,,25.716,2.114,0.496,,3.759,5.475,27.62,,25.036,1.702,0.27,0.198,1.407,,,,,,39.48399999999999,2.114,58.401,0.2203522504892368,,,0.2203522504892368,1.021,3.074,0.0,0.668,,4.764,,,,0.2193706948718279,,,0.4555705697253731,,,0.6003409181184168,,,0.8982529541314787,0.3561367759562842,0.1183801521340144,,,0.601724131676377,0.494729518124157,,0.4871265625807193,,,0.4862752403639182,,,0.5026528060155554,,,,0.5341368289182906,,,2.047711146818978,3.706986005797434,5.754697152616412,484.1528925619835,362.47,CM_A_NPK-N300-P100-K100_20_G
5,CM4_0,aerial parts,0,300.0,100.0,100.0,0,0,1,Crithmum_maritimum,2020,not applied,not applied,Greenhouse,2.247003994673617,11.37567882079131,18.98184688239999,46.89299186023359,20.50247844190149,241.5216487233009,5.725536704465982,7.292811988107575,4.669786807410558,,1.919135861271149,,19.5976812923173,,0.86,0.537,,1.19,0.204,2.887,,0.366,,24.534,2.057,0.493,,3.484,5.722,27.333,,26.667,1.781,0.272,0.208,1.406,,,,,,37.95,2.057,59.994,0.2054794520547945,,,0.2054794520547945,1.025,3.286,0.0,0.709,,5.021,,,,0.2057633395563224,,,0.4695318497727536,,,0.598644823063456,,,0.9080554684550421,0.3464370922338136,0.1156926648092165,,,0.5931372025944953,0.4957075983698304,,0.4861062368337973,,,0.4858510214390265,,,0.5027928034325402,,,,0.5331100045920271,,,2.045480414827148,3.695349690325172,5.740830105152321,486.1680327868852,371.08,CM_A_NPK-N300-P100-K100_20_G
5,CM4_0,aerial parts,0,300.0,100.0,100.0,0,0,1,Crithmum_maritimum,2020,not applied,not applied,Greenhouse,2.207771845407253,11.10758931212522,19.46726413520617,46.87782978962647,20.33954491763489,239.4141431069586,5.73,7.36,4.62,,1.89,,19.6,,0.862,0.554,,1.1595,0.2045,2.981,,0.364,,25.125,2.0855,0.4945,,3.6215,5.5985,27.4765,,25.8515,1.7415,0.271,0.203,1.4065,,,,,,38.71700000000001,2.0855,59.19750000000001,0.21,,,0.21,1.023,3.18,0.0,0.69,,4.89,,,,0.2125670172140751,,,0.4625512097490633,,,0.5994928705909364,,,0.9031542112932605,0.3512869340950489,0.1170364084716154,,,0.5974306671354361,0.4952185582469937,,0.4866163997072583,,,0.4860631309014724,,,0.5027228047240477,,,,0.5336234167551588,,,2.046595780823063,3.701167848061303,5.747763628884366,472.1197356540815,327.74,CM_A_NPK-N300-P100-K100_20_G
6,CM5_0,aerial parts,0,300.0,200.0,200.0,0,0,1,Crithmum_maritimum,2020,not applied,not applied,Greenhouse,2.527672228647048,9.940014940239042,18.41799146956162,45.67974633372954,23.43457502782275,247.6069025975297,4.653154348586273,7.437171830700526,5.689547238354962,,2.020890246757604,,19.79190978289272,,0.92,0.65,,1.283,0.233,2.679,,0.453,,25.324,2.188,0.446,,3.538,5.523,30.668,,22.88,1.568,0.275,0.218,1.153,,,,,,38.465,2.188,59.346,0.2384286269933878,,,0.2384286269933878,1.044,3.583,0.0,0.431,,5.058,,,,0.1042549275733815,,,0.4089721756310872,,,0.4190640187716502,,,0.5232907791275899,0.1997389227596381,0.08125212150791182,,,0.3723943198886085,0.3584840901046165,,0.3571203556820682,,,0.3549206738190968,,,0.3598178572018726,,,,0.3839261953403101,,,1.317508926599609,2.605727510808223,3.923236437407831,379.88125,120.71,CM_A_NPK-N300-P200-K200_20_G
6,CM5_0,aerial parts,0,300.0,200.0,200.0,0,0,1,Crithmum_maritimum,2020,not applied,not applied,Greenhouse,2.659745953962316,9.693442153493699,19.6093750000001,45.38628729500262,22.65114959754126,244.0886551798059,4.665722412328905,7.330477976816498,5.767943668355039,,1.954202128026174,,19.70918802786851,,0.983,0.657,,1.305,0.246,2.664,,0.446,,25.644,2.238,0.43,,3.475,5.371,30.033,,23.408,1.457,0.28,0.224,1.14,,,,,,38.671,2.238,59.09200000000001,0.2434850252819914,,,0.2434850252819914,1.049,3.377,0.0,0.398,,4.824,,,,0.107147513711059,,,0.4098443423666164,,,0.4190632419102485,,,0.5148893826491442,0.2059919728833291,0.07986657857084123,,,0.3715236898155275,0.3583197305401981,,0.35769796333162,,,0.3547626585140792,,,0.3598220517751055,,,,0.3835280794194565,,,1.31773979018099,2.604717415306235,3.922457205487225,387.8121890547264,136.03,CM_A_NPK-N300-P200-K200_20_G
6,CM5_0,aerial parts,0,300.0,200.0,200.0,0,0,1,Crithmum_maritimum,2020,not applied,not applied,Greenhouse,2.593709091304682,9.81672854686637,19.01368323478086,45.53301681436608,23.042862312682,245.8477788886678,4.66,7.38,5.73,,1.99,,19.76,,0.9515,0.6535,,1.294,0.2395,2.6715,,0.4495,,25.484,2.213,0.438,,3.5065,5.447,30.3505,,23.144,1.5125,0.2775,0.221,1.1465,,,,,,38.56800000000001,2.213,59.219,0.241,,,0.241,1.0465,3.48,0.0,0.41,,4.94,,,,0.1057012206422203,,,0.4094082589988518,,,0.4190636303409493,,,0.5190900808883671,0.2028654478214836,0.08055935003937653,,,0.371959004852068,0.3584019103224073,,0.3574091595068442,,,0.354841666166588,,,0.3598199544884891,,,,0.3837271373798833,,,1.317624358390299,2.605222463057229,3.922846821447528,378.5555524067875,120.4,CM_A_NPK-N300-P200-K200_20_G
7,CM6_0,aerial parts,0,300.0,300.0,300.0,0,0,1,Crithmum_maritimum,2020,not applied,not applied,Greenhouse,2.945047713063541,11.73482382229031,18.92319873317307,45.79310344827694,20.60382628319613,247.4462367360715,4.931679613347987,7.520250508975016,5.245559614491971,,1.946251144131915,,19.63605819536391,,0.842,0.571,,1.358,0.191,2.946,,0.372,,26.149,2.26,0.482,,3.402,4.694,28.932,,24.83,1.301,0.351,0.182,1.137,,,,,,38.93300000000001,2.26,58.807,0.174691603660963,,,0.174691603660963,0.891,2.952,0.0,0.484,,4.327,,,,0.1962367837458543,,,0.4129148603469633,,,0.5453455539171465,,,0.6311876472597784,0.2818182385067631,0.1051755312898593,,,0.4666540510030451,0.4319747973729262,,0.4318444368083034,,,0.4246356229087337,,,0.438847013618101,,,,0.5477902813986963,,,1.627333061149218,3.287091757026952,4.914424818176171,108.2926829268293,147.57,CM_A_NPK-N300-P300-K300_20_G
7,CM6_0,aerial parts,0,300.0,300.0,300.0,0,0,1,Crithmum_maritimum,2020,not applied,not applied,Greenhouse,2.80389300847451,11.87183077830189,20.23622047244134,46.64085188770569,18.44720385307659,239.7928793771958,4.924476096513139,7.450916093719458,5.296505104173943,,1.876548530234468,,19.54018266148785,,0.839,0.557,,1.279,0.186,2.793,,0.375,,25.216,2.238,0.463,,3.348,4.672,29.277,,25.849,1.314,0.34,0.18,1.074,,,,,,37.624,2.238,60.13800000000001,0.1719060883406287,,,0.1719060883406287,0.879,2.906,0.0,0.508,,4.293,,,,0.1807153368202951,,,0.4289048439444865,,,0.5442828854167717,,,0.6290026052878512,0.2811525319656467,0.1079593514440133,,,0.467118675975864,0.4313535299786196,,0.4318974982501946,,,0.4249650824948876,,,0.439222680993998,,,,0.5437720161972379,,,1.627734669462293,3.282612369307574,4.910347038769867,112.4503311258278,157.63,CM_A_NPK-N300-P300-K300_20_G
7,CM6_0,aerial parts,0,300.0,300.0,300.0,0,0,1,Crithmum_maritimum,2020,not applied,not applied,Greenhouse,2.874470360769026,11.8033273002961,19.57970960280721,46.21697766799132,19.52551506813636,243.6195580566337,4.93,7.49,5.27,,1.91,,19.6,,0.8405,0.5640000000000001,,1.3185,0.1885,2.8695,,0.3735,,25.6825,2.249,0.4725,,3.375,4.683,29.1045,,25.3395,1.3075,0.3455,0.181,1.1055,,,,,,38.27849999999999,2.249,59.4725,0.1733,,,0.1733,0.89,2.93,0.0,0.496,,4.31,,,,0.1884760602830747,,,0.420909852145725,,,0.5448142196669591,,,0.6300951262738148,0.2814853852362049,0.1065674413669363,,,0.4668863634894546,0.4316641636757729,,0.431870967529249,,,0.4248003527018107,,,0.4390348473060495,,,,0.5457811487979671,,,1.627533865305756,3.284852063167263,4.912385928473019,107.295007827232,137.16,CM_A_NPK-N300-P300-K300_20_G
8,CMC_1,aerial parts,1,0.0,0.0,0.0,0,0,1,Crithmum_maritimum,2021,not applied,not applied,Greenhouse,2.940114848236169,14.34829186413902,19.86464968152904,47.36308124764722,15.48386235844853,240.5158130197702,4.566650327205515,4.187888843224147,1.888809661125074,,2.866820308026595,,13.50173817744725,,1.982,0.644,,0.448,0.171,1.443,,0.469,,20.863,2.971,0.551,,3.897,2.129,25.258,,33.658,2.291,0.563,0.409,2.254,,,,,,35.42199999999999,2.971,61.608,0.0359,,,0.0359,1.047,2.304,2.361,0.0,,5.712,,,,0.3063811625444025,,,3.555126227897044,,,0.34826606923265,,,0.5524905871398749,0.3223475791689175,0.1888527348616576,,,0.5671616003026222,0.3048376812521554,,0.2761389256005353,,,0.2935464691028563,,,0.2823677402882469,,,,0.4448982982054239,,,4.925198291611896,2.51721678398449,7.442415075596386,140.7055555555555,139.45,CM_A_NPK-Ctrl_21_G
8,CMC_1,aerial parts,1,0.0,0.0,0.0,0,0,1,Crithmum_maritimum,2021,not applied,not applied,Greenhouse,2.828923700820908,14.90437866927593,19.69218626677227,49.44378187351425,13.13072948961664,236.4883096899869,4.536369142771506,4.124371666554138,1.799195948533383,,2.752679179819377,,13.20403620943382,,1.892,0.65,,0.451,0.18,1.454,,0.478,,20.9,2.982,0.564,,3.98,2.135,25.284,,33.641,2.35,0.578,0.43,2.272,,,,,,35.601,2.982,61.638,0.0375,,,0.0375,1.015,2.216,2.247,0.0,,5.478,,,,0.292793942938603,,,3.557225124524859,,,0.3476636255465382,,,0.555408897177454,0.3093060833181769,0.1918528621336935,,,0.570060780685382,0.3022253821160932,,0.2753613663413511,,,0.2917464068721065,,,0.2841458142685009,,,,0.4452688104908999,,,4.906586910092786,2.516472186320872,7.423059096413658,133.6927083333333,150.43,CM_A_NPK-Ctrl_21_G
8,CMC_1,aerial parts,1,0.0,0.0,0.0,0,0,1,Crithmum_maritimum,2021,not applied,not applied,Greenhouse,2.884519274528539,14.62633526670747,19.77841797415066,48.40343156058074,14.30729592403259,238.5020613548786,4.55,4.16,1.84,,2.81,,13.36,,1.937,0.647,,0.4495,0.1755,1.4485,,0.4735,,20.8815,2.9765,0.5575,,3.9385,2.132,25.271,,33.6495,2.3205,0.5705,0.4195,2.263,,,,,,35.5115,2.9765,61.623,0.0367,,,0.0367,1.03,2.26,2.3,0.0,,5.6,,,,0.2995875527415027,,,3.556175676210952,,,0.3479648473895941,,,0.5539497421586644,0.3158268312435472,0.1903527984976756,,,0.5686111904940021,0.3035315316841243,,0.2757501459709432,,,0.2926464379874814,,,0.2832567772783739,,,,0.4450835543481619,,,4.915892600852342,2.516844485152681,7.432737086005022,135.1156050682104,135.59,CM_A_NPK-Ctrl_21_G
9,CM1_1,aerial parts,1,100.0,100.0,100.0,0,0,1,Crithmum_maritimum,2021,not applied,not applied,Greenhouse,2.704685357063162,14.23163659793815,19.39466348068648,45.94816177279458,17.72085279151764,244.0484493169808,4.472779810670398,5.053730529286809,3.268755366611134,,2.096045252918416,,14.88602381791417,,1.802,0.592,,0.32,0.122,1.45,,0.461,,20.423,2.965,0.498,,3.397,1.889,25.35,,35.552,2.099,0.46,0.415,2.206,,,,,,33.785,2.965,63.251,0.0567,,,0.0567,0.969,1.796,1.803,0.0,,4.568,,,,0.7655661203311489,,,6.929322573046207,,,0.6255909604033331,,,1.332689756704875,0.6920627918529556,0.393221234354966,,,0.864669723766185,0.638747877516181,,0.5534129226232805,,,0.5303751149335485,,,0.4958422548341183,,,,0.8025814983826924,,,10.11286247629015,4.511220352459338,14.62408282874949,55.23076923076921,142.88,CM_A_NPK-N100-P100-K100_21_G
9,CM1_1,aerial parts,1,100.0,100.0,100.0,0,0,1,Crithmum_maritimum,2021,not applied,not applied,Greenhouse,2.876885256793473,14.27866504854369,19.0011705033165,46.94846725504785,16.89481193629848,244.4828097606056,4.487641747427316,5.146395208900663,3.225558361289634,,2.002939838461977,,14.85748375234295,,1.91,0.63,,0.34,0.13,1.5,,0.48,,20.54,2.802,0.52,,3.436,1.9,25.987,,35.935,2.11,0.5,0.42,2.24,,,,,,34.256,2.802,64.322,0.0575,,,0.0575,0.966,1.807,1.744,0.0,,4.517,,,,0.7314822549441766,,,6.87872988603585,,,0.6248827146320903,,,1.360497574408321,0.7347946778041494,0.3896083112471557,,,0.8809463519427357,0.6518000241294015,,0.5487243912109451,,,0.5287009383892401,,,0.4955274889158882,,,,0.8021095108109285,,,10.09511270443965,4.532691420031229,14.62780412447088,56.98275862068964,154.59,CM_A_NPK-N100-P100-K100_21_G
9,CM1_1,aerial parts,1,100.0,100.0,100.0,0,0,1,Crithmum_maritimum,2021,not applied,not applied,Greenhouse,2.790785306928317,14.25515082324092,19.19791699200149,46.44831451392122,17.30783236390806,244.2656295387932,4.48,5.1,3.25,,2.05,,14.88,,1.856,0.611,,0.33,0.126,1.475,,0.4705,,20.4815,2.8835,0.509,,3.4165,1.8945,25.6685,,35.7435,2.1045,0.48,0.4175,2.223,,,,,,34.0205,2.8835,63.7865,0.0571,,,0.0571,0.968,1.802,1.77,0.0,,4.54,,,,0.7485241876376627,,,6.904026229541028,,,0.6252368375177118,,,1.346593665556598,0.7134287348285525,0.3914147728010609,,,0.8728080378544604,0.6452739508227913,,0.5510686569171128,,,0.5295380266613943,,,0.4956848718750033,,,,0.8023455045968104,,,10.1039875903649,4.521955886245284,14.62594347661019,54.15717035808487,135.32,CM_A_NPK-N100-P100-K100_21_G
10,CM2_1,aerial parts,1,200.0,100.0,100.0,0,0,1,Crithmum_maritimum,2021,not applied,not applied,Greenhouse,2.793610816542913,14.64138467522365,20.02360346184053,46.10146862893671,16.43993241745621,241.6707029774791,6.576136164951544,5.755755458826544,3.625061099051649,,2.390909412630582,,18.34289250812492,,1.524,0.559,,0.298,0.066,1.135,,0.372,,20.712,3.196,0.225,,2.935,1.748,29.084,,34.319,1.631,0.432,0.327,1.435,,,,,,31.219,3.196,65.58300000000001,0.0398,,,0.0398,1.504,2.749,2.18,0.0,,6.432,,,,0.1827705796542094,,,1.5035780475105,,,0.3509760572174586,,,0.3806272453856137,0.1939524291716248,0.1182568887239389,,,0.4835525560170573,0.3052892673380727,,0.2948243898377372,,,0.3000667966406118,,,0.2914294052590725,,,,0.3610278480079079,,,2.379185190445887,2.387166320317918,4.766351510763805,348.2564,46.3,CM_A_NPK-N200-P100-K100_21_G
10,CM2_1,aerial parts,1,200.0,100.0,100.0,0,0,1,Crithmum_maritimum,2021,not applied,not applied,Greenhouse,2.676193569340688,15.25118563685637,19.2546583850938,45.50700406712068,17.31095834158846,245.3483261720869,6.602639811669498,5.475835564185425,3.830740429462882,,2.261796966149185,,18.16581375058578,,1.6,0.57,,0.32,0.07,1.145,,0.398,,20.853,3.246,0.23,,3.0,1.85,29.102,,34.423,1.75,0.46,0.32,1.542,,,,,,31.79800000000001,3.246,65.835,0.0386,,,0.0386,1.454,2.741,2.072,0.0,,6.267,,,,0.1843885550998019,,,1.51085402858942,,,0.3468700780043905,,,0.39104769579131,0.188445752030407,0.1223195684109758,,,0.485650287769256,0.3026987431661893,,0.2948860866918649,,,0.2986413071191771,,,0.2911159550248323,,,,0.3591605495815449,,,2.397055599921914,2.379023007357255,4.776078607279169,359.215,51.46,CM_A_NPK-N200-P100-K100_21_G
